"","name","skewness","variance","moran","Name","Year","EPU","season"
"1",1,0.4547333578712,0.754433806189968,0.63828867463,1,1994,"GOM","fall"
"2",2,0.236744565046266,0.509758020916319,0.57703778414,2,1995,"GOM","fall"
"3",3,0.80154379165922,0.33480405212196,0.59114189644,3,1996,"GOM","fall"
"4",4,-0.368661375924432,0.331148554076074,0.6600067963,4,1997,"GOM","fall"
"5",5,1.66743046889508,0.155945604962397,0.65773684975,5,1998,"GOM","fall"
"6",6,-0.135422562556625,1.63169473542453,0.67505801441,6,1999,"GOM","fall"
"7",7,0.38953934527648,0.406836294200857,0.66313709121,7,2000,"GOM","fall"
"8",8,-0.179395547908006,0.245707288697911,0.61597773155,8,2001,"GOM","fall"
"9",9,1.08098392648771,0.321696220468285,0.6339726071,9,2002,"GOM","fall"
"10",10,0.14103398241292,0.914243917477467,0.66800775386,10,2003,"GOM","fall"
"11",11,0.876384913640655,0.86376452846194,0.58373820436,11,2004,"GOM","fall"
"12",12,-0.262614552801068,0.536836343627791,0.53865640183,12,2005,"GOM","fall"
"13",13,-0.0466679150789463,0.44058955665464,0.6591691794,13,2006,"GOM","fall"
"14",14,0.275471667771171,0.291493314943772,0.64995524099,14,2007,"GOM","fall"
"15",15,1.87444024855865,0.54281952436704,0.71685220599,15,2008,"GOM","fall"
"16",16,0.586343420419836,1.60983310194526,0.64198234981,16,2009,"GOM","fall"
"17",17,0.0304896863852216,0.435050017737826,0.58152045094,17,2010,"GOM","fall"
"18",18,4.10387660185981,0.154695441594369,0.61004652612,18,2011,"GOM","fall"
"19",19,2.39532471599206,0.316495103764158,0.63787266293,19,2012,"GOM","fall"
"20",20,0.298357440789302,1.13018259695701,0.6561369273,20,2013,"GOM","fall"
"21",21,0.0174299702919758,1.84588168983876,0.6788708595,21,2014,"GOM","fall"
"22",22,-0.651416434603313,1.28779980826102,0.68479767569,22,2015,"GOM","fall"
"23",23,0.0162881051843538,0.355549165025714,0.6706120453,23,2016,"GOM","fall"
"24",24,0.253390830468729,0.468872416170732,0.57174037412,24,2017,"GOM","fall"
"25",25,2.19760306976025,0.465835149652608,0.60581146208,25,2018,"GOM","fall"
