"","EPU","zoo_name","season","year","anom1"
"575","GOM","Small","winter",1989,0.488829702462271
"576","GOM","Small","winter",1990,0.5987850961888
"577","GOM","Small","winter",1991,0.654270717795434
"578","GOM","Small","winter",1992,0.550175580474573
"579","GOM","Small","winter",1993,0.552940623269825
"580","GOM","Small","winter",1994,0.743462279346042
"581","GOM","Small","winter",1995,-0.0989882459319999
"582","GOM","Small","winter",1997,-0.442741376602079
"583","GOM","Small","winter",1998,-0.0832132207832954
"584","GOM","Small","winter",1999,0.215646915350946
"585","GOM","Small","fall",2000,0.188887667323736
"586","GOM","Small","fall",2001,-0.281701329819627
"587","GOM","Small","fall",2002,-0.155290250869506
"588","GOM","Small","fall",2003,-0.148878373778346
"589","GOM","Small","fall",2004,-0.575160071010016
"590","GOM","Small","fall",2005,-0.839077140477952
"591","GOM","Small","fall",2006,-0.264279040369683
"592","GOM","Small","fall",2007,-0.477027884047843
"593","GOM","Small","fall",2008,-0.31351708273555
"594","GOM","Small","fall",2009,-0.0672957623640408
"595","GOM","Small","fall",2010,-0.25816535556639
"596","GOM","Small","fall",2011,-0.14606327164872
"597","GOM","Small","fall",2012,-0.0835023803010899
"598","GOM","Small","fall",2013,0.152093598990206
"599","GOM","Small","fall",2014,-0.190709365084392
"600","GOM","Small","fall",2015,0.288734399521421
"601","GOM","Small","fall",2016,-0.353342259389441
"602","GOM","Small","fall",2017,-0.0159930328531553
"603","GOM","Small","fall",2018,-0.0640842016898158
"604","GOM","Small","fall",1977,0.373075586396824
"605","GOM","Small","fall",1978,0.241521032069911
"606","GOM","Small","fall",1979,-0.098446779639439
"607","GOM","Small","fall",1980,-0.0892902666192884
"608","GOM","Small","fall",1981,0.0600694507394337
"609","GOM","Small","fall",1982,-0.103008299286547
"610","GOM","Small","fall",1983,-0.256248957905752
"611","GOM","Small","fall",1984,-0.166642155693619
"612","GOM","Small","fall",1985,-0.363764174530733
"613","GOM","Small","fall",1986,0.149818243670168
"614","GOM","Small","fall",1987,0.0819849674631285
"615","GOM","Small","fall",1988,0.184001947248675
"616","GOM","Small","fall",1989,0.32647020752181
"617","GOM","Small","fall",1990,0.320872128632362
"618","GOM","Small","fall",1991,0.409206895305383
"619","GOM","Small","fall",1992,-0.115820069489664
"620","GOM","Small","fall",1993,0.248834400465161
"621","GOM","Small","fall",1994,-0.0413404344916724
"622","GOM","Small","fall",1995,0.0347823327057361
"623","GOM","Small","fall",1996,0.402026379481375
"624","GOM","Small","fall",1997,0.164773322437895
"625","GOM","Small","fall",1998,0.259193346176015
"626","GOM","Small","fall",1999,-0.00134303691347771
"627","MAB","Large","spring",2000,0.258599274990019
"628","MAB","Large","spring",2001,0.0282617925207242
"629","MAB","Large","spring",2002,0.0728002881622032
"630","MAB","Large","spring",2003,0.0986668490455358
"631","MAB","Large","spring",2004,0.584117973449241
"632","MAB","Large","spring",2005,0.596431905498229
"633","MAB","Large","spring",2006,-0.0913608486189702
"634","MAB","Large","spring",2007,0.101361472273587
"635","MAB","Large","spring",2008,-0.1657517759814
"636","MAB","Large","spring",2009,0.196866973364798
"637","MAB","Large","spring",2010,0.037807548427685
"638","MAB","Large","spring",2011,-0.306742778724628
"639","MAB","Large","spring",2012,-0.0760489803003832
"640","MAB","Large","spring",2013,-0.0854302287978686
"641","MAB","Large","spring",2014,0.292284373253782
"642","MAB","Large","spring",2015,-0.51376535493141
"643","MAB","Large","spring",2016,-0.0807097164823366
"644","MAB","Large","spring",2017,0.0718275332183055
"645","MAB","Large","spring",2018,0.325000535883179
"646","MAB","Large","spring",1977,-0.0130286153268159
"647","MAB","Large","spring",1978,-0.365274528904098
"648","MAB","Large","spring",1979,-0.477477639240922
"649","MAB","Large","spring",1980,-0.494023085446428
"650","MAB","Large","spring",1981,-0.262333231455704
"651","MAB","Large","spring",1982,-0.165936231261005
"652","MAB","Large","spring",1983,-0.498541696044294
"653","MAB","Large","spring",1984,-0.152439587520762
"654","MAB","Large","spring",1985,-0.129669138923699
"655","MAB","Large","spring",1986,0.15594295043862
"656","MAB","Large","spring",1987,0.488669443238861
"657","MAB","Large","spring",1988,-0.0261323383801507
"658","MAB","Large","spring",1990,0.0123458909837643
"659","MAB","Large","spring",1992,-0.172571730208139
"660","MAB","Large","spring",1993,0.413794657369251
"661","MAB","Large","spring",1994,1.30987952488266
"662","MAB","Large","spring",1995,-0.521855226074099
"663","MAB","Large","spring",1996,-0.0610955089265495
"664","MAB","Large","spring",1997,-0.412868333012054
"665","MAB","Large","spring",1998,0.38804096627428
"666","MAB","Large","spring",1999,-0.267503909005772
"667","MAB","Large","summer",2002,0.360289402611237
"668","MAB","Large","summer",2004,0.284757364620811
"669","MAB","Large","summer",2005,0.704007575726808
"670","MAB","Large","summer",2006,0.360053640989814
"671","MAB","Large","summer",2007,0.0657748659872492
"672","MAB","Large","summer",2008,0.273790996873149
"673","MAB","Large","summer",2009,-0.407932972858159
"674","MAB","Large","summer",2010,0.174433178733667
"675","MAB","Large","summer",2011,-0.348752870684912
"676","MAB","Large","summer",2012,0.0580130423136626
"677","MAB","Large","summer",2013,0.0629283182295161
"678","MAB","Large","summer",2016,-0.431438299748406
"679","MAB","Large","summer",2017,-0.027351271280176
"680","MAB","Large","summer",2018,-0.0384291376030435
"681","MAB","Large","summer",1977,-0.0767698950108683
"682","MAB","Large","summer",1978,-0.101922467324982
"683","MAB","Large","summer",1979,-0.226720316444957
"684","MAB","Large","summer",1980,0.11380471887715
"685","MAB","Large","summer",1981,-0.126051256812349
"686","MAB","Large","summer",1982,0.0719507972273147
"687","MAB","Large","summer",1983,-0.228084865962525
"688","MAB","Large","summer",1984,-0.332408435309562
"689","MAB","Large","summer",1985,0.101505826609437
"690","MAB","Large","summer",1986,-0.130544943695543
"691","MAB","Large","summer",1987,0.179121291390453
"692","MAB","Large","summer",1988,0.713121302801292
"693","MAB","Large","summer",1991,-0.688867712209176
"694","MAB","Large","summer",1992,0.0764497592963907
"695","MAB","Large","summer",1994,-0.400302380167658
"696","MAB","Large","summer",1995,0.0453186412830253
"697","MAB","Large","summer",1996,0.148721424007638
"698","MAB","Large","summer",1997,0.0381880121799851
"699","MAB","Large","summer",1998,0.902613743651488
"700","MAB","Large","summer",1999,-0.304304215475945
"701","MAB","Large","winter",2000,-0.0593356727910293
"702","MAB","Large","winter",2001,-0.27894864684999
"703","MAB","Large","winter",2002,0.542807041999425
"704","MAB","Large","winter",2003,-0.401494191383126
"705","MAB","Large","winter",2004,0.790709830837189
"706","MAB","Large","winter",2005,0.574064234037615
"707","MAB","Large","winter",2006,0.621528548385998
"708","MAB","Large","winter",2007,-0.424178782472501
"709","MAB","Large","winter",2008,0.737831695775744
"710","MAB","Large","winter",2009,-0.374551385095194
"711","MAB","Large","winter",2010,-0.108407049211495
"712","MAB","Large","winter",2011,-0.573433087514429
"713","MAB","Large","winter",2012,-0.0135518673341565
"714","MAB","Large","winter",2013,0.357767526965309
"715","MAB","Large","winter",2017,-0.646752671736327
"716","MAB","Large","winter",1977,-0.330546864686167
"717","MAB","Large","winter",1978,-0.782484830057102
"718","MAB","Large","winter",1979,-0.275746054137919
"719","MAB","Large","winter",1980,-0.258367167649198
"720","MAB","Large","winter",1981,-0.309205203798968
"721","MAB","Large","winter",1982,0.495569471884946
"722","MAB","Large","winter",1983,0.102446463160426
"723","MAB","Large","winter",1984,-0.348716841385138
"724","MAB","Large","winter",1985,-0.457686082062264
"725","MAB","Large","winter",1986,0.633336201634262
"726","MAB","Large","winter",1987,-0.0429857720428203
"727","MAB","Large","winter",1988,0.0322337798220167
"728","MAB","Large","winter",1989,-0.0467459380411392
"729","MAB","Large","winter",1990,0.057807488984972
"730","MAB","Large","winter",1991,-0.290926211201653
"731","MAB","Large","winter",1992,0.0104090172151996
"732","MAB","Large","winter",1993,0.0251402520236029
"733","MAB","Large","winter",1994,-0.0879812371297044
"734","MAB","Large","winter",1995,-0.388261062196094
"735","MAB","Large","winter",1996,0.118192482713913
"736","MAB","Large","winter",1997,-0.255486696210705
"737","MAB","Large","winter",1998,0.338186850932849
"738","MAB","Large","winter",1999,-0.0685321928897867
"739","MAB","Large","fall",2000,-0.113959147259226
"740","MAB","Large","fall",2001,0.00465554971381614
"741","MAB","Large","fall",2002,0.27875380548286
"742","MAB","Large","fall",2003,0.524800454320233
"743","MAB","Large","fall",2004,0.129403936950072
"744","MAB","Large","fall",2005,0.267037115810839
"745","MAB","Large","fall",2006,0.101702909369583
"746","MAB","Large","fall",2007,0.433471144682138
"747","MAB","Large","fall",2008,0.260254912943754
"748","MAB","Large","fall",2009,0.176977078011839
"749","MAB","Large","fall",2010,-0.226383381128681
"750","MAB","Large","fall",2011,0.171089097232822
"751","MAB","Large","fall",2012,-0.124860610903708
"752","MAB","Large","fall",2013,0.259265061204472
"753","MAB","Large","fall",2014,-0.609513642015115
"754","MAB","Large","fall",2015,-0.566065832180029
"755","MAB","Large","fall",2016,-0.136048735324049
"756","MAB","Large","fall",2017,-0.700618966992467
"757","MAB","Large","fall",2018,0.132960040485634
"758","MAB","Large","fall",1977,-0.451510849311639
"759","MAB","Large","fall",1978,-0.239716529157058
"760","MAB","Large","fall",1979,0.0320721120881782
"761","MAB","Large","fall",1980,0.0302707616843072
"762","MAB","Large","fall",1981,0.188112440123519
"763","MAB","Large","fall",1982,-0.127607625295503
"764","MAB","Large","fall",1983,-0.0162875894049254
"765","MAB","Large","fall",1984,-0.102864826433513
"766","MAB","Large","fall",1985,-0.203221522846744
"767","MAB","Large","fall",1986,0.0310784375698936
"768","MAB","Large","fall",1987,0.309820470937589
"769","MAB","Large","fall",1988,0.273388496128296
"770","MAB","Large","fall",1989,-0.202042134768019
"771","MAB","Large","fall",1990,-0.511570915084085
"772","MAB","Large","fall",1991,-0.30539105315032
"773","MAB","Large","fall",1992,0.134598299014165
"774","MAB","Large","fall",1993,-0.240415910026754
"775","MAB","Large","fall",1994,0.125545526163202
"776","MAB","Large","fall",1995,-0.0118322278457166
"777","MAB","Large","fall",1996,-0.0981756212731995
"778","MAB","Large","fall",1997,-0.228535062465841
"779","MAB","Large","fall",1998,-0.267903676616981
"780","MAB","Large","fall",1999,-0.64308131832832
"781","MAB","Small","spring",2000,0.268593788865798
"782","MAB","Small","spring",2001,0.629170873996685
"783","MAB","Small","spring",2002,0.250919399788543
"784","MAB","Small","spring",2003,0.121356520062866
"785","MAB","Small","spring",2004,0.080031075361192
"786","MAB","Small","spring",2005,-0.0952234498433352
"787","MAB","Small","spring",2006,-0.256955200718687
"788","MAB","Small","spring",2007,0.0786006031019151
"789","MAB","Small","spring",2008,0.0745016096859968
"790","MAB","Small","spring",2009,-0.120701847574734
"791","MAB","Small","spring",2010,-0.447077401051719
"792","MAB","Small","spring",2011,0.0697911440886721
"793","MAB","Small","spring",2012,0.117514521904857
"794","MAB","Small","spring",2013,-0.0988750530622541
"795","MAB","Small","spring",2014,0.188602654778636
"796","MAB","Small","spring",2015,0.123145889310462
"797","MAB","Small","spring",2016,-0.0521405993410122
"798","MAB","Small","spring",2017,0.152877238800641
"799","MAB","Small","spring",2018,-0.0229646077476839
"800","MAB","Small","spring",1977,0.0154380846018703
"801","MAB","Small","spring",1978,-0.338294318344349
"802","MAB","Small","spring",1979,-0.21183997242563
"803","MAB","Small","spring",1980,-0.225410642985562
"804","MAB","Small","spring",1981,-0.304921223679994
"805","MAB","Small","spring",1982,-0.225108004795182
"806","MAB","Small","spring",1983,-0.497366480938061
"807","MAB","Small","spring",1984,-0.124678451904892
"808","MAB","Small","spring",1985,0.0893550271438853
"809","MAB","Small","spring",1986,-0.0311607503122293
"810","MAB","Small","spring",1987,0.118806312296402
"811","MAB","Small","spring",1988,-0.0933696870269655
"812","MAB","Small","spring",1990,0.548948938406764
"813","MAB","Small","spring",1992,-0.0078399800985216
"814","MAB","Small","spring",1993,0.176609544783565
"815","MAB","Small","spring",1994,-0.0419817868630237
"816","MAB","Small","spring",1995,0.0314490424971839
"817","MAB","Small","spring",1996,0.267038953931031
"818","MAB","Small","spring",1997,0.252358704583869
"819","MAB","Small","spring",1998,0.494930375039137
"820","MAB","Small","spring",1999,0.144456431327758
"821","MAB","Small","summer",2002,-0.238746270333138
"822","MAB","Small","summer",2004,-0.543209874640768
"823","MAB","Small","summer",2005,-0.788256202466283
"824","MAB","Small","summer",2006,-0.0665287797217764
"825","MAB","Small","summer",2007,-0.264498854682337
"826","MAB","Small","summer",2008,0.0344895867522698
"827","MAB","Small","summer",2009,-0.0317678845428107
"828","MAB","Small","summer",2010,-0.0655610588168384
"829","MAB","Small","summer",2011,-0.0646238717369548
"830","MAB","Small","summer",2012,-0.0835331703033768
"831","MAB","Small","summer",2013,0.376391340079885
"832","MAB","Small","summer",2016,0.0332864596625597
"833","MAB","Small","summer",2017,0.851970322741508
"834","MAB","Small","summer",2018,0.1421633767356
"835","MAB","Small","summer",1977,-0.312759933549632
"836","MAB","Small","summer",1978,0.117510752413362
"837","MAB","Small","summer",1979,-0.0899088960618841
"838","MAB","Small","summer",1980,0.0901159729321996
"839","MAB","Small","summer",1981,-0.0412604444197314
"840","MAB","Small","summer",1982,0.0816233834861073
"841","MAB","Small","summer",1983,-0.221269292730162
"842","MAB","Small","summer",1984,-0.0240257363036893
"843","MAB","Small","summer",1985,-0.0435405579330034
"844","MAB","Small","summer",1986,-0.0126647243533938
"845","MAB","Small","summer",1987,-0.124770256402672
"846","MAB","Small","summer",1988,0.176389450157608
"847","MAB","Small","summer",1991,-0.150967208216313
"848","MAB","Small","summer",1992,0.360105199999861
"849","MAB","Small","summer",1994,0.185726455276791
"850","MAB","Small","summer",1995,-0.0208267408765883
"851","MAB","Small","summer",1996,0.464149624894827
"852","MAB","Small","summer",1997,0.451002057656871
"853","MAB","Small","summer",1998,0.469680110892394
"854","MAB","Small","summer",1999,-0.506375231847891
"855","MAB","Small","winter",2000,-0.0109859327580308
"856","MAB","Small","winter",2001,0.161361845745776
"857","MAB","Small","winter",2002,0.132218665438031
"858","MAB","Small","winter",2003,-0.384913257729917
"859","MAB","Small","winter",2004,0.199511031088034
"860","MAB","Small","winter",2005,-0.0847384888409684
"861","MAB","Small","winter",2006,-0.166301451773686
"862","MAB","Small","winter",2007,-0.284550058411362
"863","MAB","Small","winter",2008,0.0731329564783054
"864","MAB","Small","winter",2009,-0.212496046554298
"865","MAB","Small","winter",2010,-0.249002197353365
"866","MAB","Small","winter",2011,0.000642638996745693
"867","MAB","Small","winter",2012,-0.145428024467029
"868","MAB","Small","winter",2013,0.162156087997487
"869","MAB","Small","winter",2017,-0.245369881726507
"870","MAB","Small","winter",1977,0.220750119797368
"871","MAB","Small","winter",1978,-0.316937559695617
"872","MAB","Small","winter",1979,0.102964031636397
"873","MAB","Small","winter",1980,0.416801664096863
"874","MAB","Small","winter",1981,-0.183833315241715
"875","MAB","Small","winter",1982,0.0991853497820016
"876","MAB","Small","winter",1983,-0.116374920786103
"877","MAB","Small","winter",1984,0.0386334811505686
"878","MAB","Small","winter",1985,-0.425619276033311
"879","MAB","Small","winter",1986,-0.41778002938853
"880","MAB","Small","winter",1987,-0.145353592389518
"881","MAB","Small","winter",1988,0.0157076280778712
"882","MAB","Small","winter",1989,0.440195444815411
"883","MAB","Small","winter",1990,0.516603459941101
"884","MAB","Small","winter",1991,0.39101425661017
"885","MAB","Small","winter",1992,0.192115637980145
"886","MAB","Small","winter",1993,0.0439547179045483
"887","MAB","Small","winter",1994,0.322471716931755
"888","MAB","Small","winter",1995,-0.330981406008797
"889","MAB","Small","winter",1996,-0.0584149509742654
"890","MAB","Small","winter",1997,0.271814499955016
"891","MAB","Small","winter",1998,-0.414458687646746
"892","MAB","Small","winter",1999,0.107516133193185
"893","MAB","Small","fall",2000,0.228928597825083
"894","MAB","Small","fall",2001,-0.183966789676557
"895","MAB","Small","fall",2002,-0.248633027699731
"896","MAB","Small","fall",2003,-0.171229907591131
"897","MAB","Small","fall",2004,-0.136019916854378
"898","MAB","Small","fall",2005,-0.445206716577626
"899","MAB","Small","fall",2006,-0.0589719524918649
"900","MAB","Small","fall",2007,-0.247246232656067
"901","MAB","Small","fall",2008,0.18135841967935
"902","MAB","Small","fall",2009,-0.159851557597667
"903","MAB","Small","fall",2010,0.0290995352262065
"904","MAB","Small","fall",2011,0.106113665296477
"905","MAB","Small","fall",2012,-0.323515333453349
"906","MAB","Small","fall",2013,-0.00106459142929419
"907","MAB","Small","fall",2014,-0.177296317369013
"908","MAB","Small","fall",2015,-0.24341027458679
"909","MAB","Small","fall",2016,-0.327723185178475
"910","MAB","Small","fall",2017,-0.265847447094467
"911","MAB","Small","fall",2018,0.123718864266009
"912","MAB","Small","fall",1977,-0.032881571829854
"913","MAB","Small","fall",1978,0.551438764044025
"914","MAB","Small","fall",1979,0.119386643240032
"915","MAB","Small","fall",1980,0.300628323294622
"916","MAB","Small","fall",1981,-0.094525088679591
"917","MAB","Small","fall",1982,0.0438599768507363
"918","MAB","Small","fall",1983,0.337336549620483
"919","MAB","Small","fall",1984,0.129088280689716
"920","MAB","Small","fall",1985,-0.216463431320647
"921","MAB","Small","fall",1986,-0.0241166660609099
"922","MAB","Small","fall",1987,-0.0452876659251737
"923","MAB","Small","fall",1988,-0.0421214944553678
"924","MAB","Small","fall",1989,0.423472739956097
"925","MAB","Small","fall",1990,0.480662251293524
"926","MAB","Small","fall",1991,-0.000743041253094003
"927","MAB","Small","fall",1992,0.28624536581922
"928","MAB","Small","fall",1993,0.311878812667936
"929","MAB","Small","fall",1994,0.0728960054599889
"930","MAB","Small","fall",1995,-0.3725712944782
"931","MAB","Small","fall",1996,0.309236695399752
"932","MAB","Small","fall",1997,-0.0451400127950514
"933","MAB","Small","fall",1998,0.259463367438875
"934","MAB","Small","fall",1999,-0.26513587735181
